x,y,pmi,count
off,cut,1.9566471746661358,17
cut,off,1.9566471746661358,17
henry,vi,1.955885180058503,99
vi,henry,1.955885180058503,99
edward,iv,1.9544494945133488,110
iv,edward,1.9544494945133488,110
friar,peter,1.950644042065295,9
peter,friar,1.950644042065295,9
lay,aside,1.9351069500981979,5
aside,lay,1.9351069500981979,5
slain,tybalt,1.9344904922489112,8
tybalt,slain,1.9344904922489112,8
ten,thousand,1.9310136636054378,10
thousand,ten,1.9310136636054378,10
lady,capulet,1.9128396946768513,45
capulet,lady,1.9128396946768513,45
citizen,third,1.9107294772908239,22
third,citizen,1.9107294772908239,22
nor,neither,1.9081450827014192,22
neither,nor,1.9081450827014192,22
news,abroad,1.9056924248125717,6
crown,resign,1.9056924248125717,5
abroad,news,1.9056924248125717,6
resign,crown,1.9056924248125717,5
richard,iii,1.903137744023156,138
richard,ii,1.903137744023156,98
iii,richard,1.903137744023156,138
ii,richard,1.903137744023156,98
about,neck,1.893274145060611,6
neck,about,1.893274145060611,6
had,lief,1.893066696056474,5
lief,had,1.893066696056474,5
lady,bona,1.8852561730447628,9
bona,lady,1.8852561730447628,9
queen,elizabeth,1.8731122606668371,105
elizabeth,queen,1.8731122606668371,105
henry,percy,1.8657085497094152,13
percy,henry,1.8657085497094152,13
cry,mercy,1.8623574756758452,7
mercy,cry,1.8623574756758452,7
take,heed,1.8613648021421674,7
heed,take,1.8613648021421674,7
tears,wash,1.8595507728098608,7
wash,tears,1.8595507728098608,7
signior,lucentio,1.8561085263988437,5
lucentio,signior,1.8561085263988437,5
lady,grey,1.854142500035887,29
grey,lady,1.854142500035887,29
up,mew,1.8395149790180547,5
mew,up,1.8395149790180547,5
god,den,1.8369453671118343,7
den,god,1.8369453671118343,7
second,murderer,1.8243812358889975,30
murderer,second,1.8243812358889975,30
banished,romeo,1.8236382169192165,6
romeo,banished,1.8236382169192165,6
sovereign,liege,1.8199420713592527,7
liege,sovereign,1.8199420713592527,7
thousand,twenty,1.816798792388911,9
twenty,thousand,1.816798792388911,9
people,tribunes,1.8118679983677923,8
tribunes,people,1.8118679983677923,8
day,wedding,1.8072113283831859,7
wedding,day,1.8072113283831859,7
queen,margaret,1.7971345677378463,93
margaret,queen,1.7971345677378463,93
other,each,1.7815230320403679,15
each,other,1.7815230320403679,15
henry,bolingbroke,1.7797939210028217,92
bolingbroke,henry,1.7797939210028217,92
great,apollo,1.7712501474595284,5
apollo,great,1.7712501474595284,5
second,keeper,1.7668853420570783,9
keeper,second,1.7668853420570783,9
times,twenty,1.7546508856400664,5
twenty,times,1.7546508856400664,5
first,senator,1.7522448158741881,33
senator,first,1.7522448158741881,33
god,forbid,1.748809278411283,12
forbid,god,1.748809278411283,12
honour,pawn,1.7456960429871402,5
pawn,honour,1.7456960429871402,5
duke,vincentio,1.728057294574425,193
vincentio,duke,1.728057294574425,193
must,needs,1.7262231776462091,17
needs,must,1.7262231776462091,17
well,fare,1.7239912051634203,18
fare,well,1.7239912051634203,18
second,messenger,1.7132582004818415,7
messenger,second,1.7132582004818415,7
cousin,buckingham,1.7091649139890814,7
buckingham,cousin,1.7091649139890814,7
blood,shed,1.707741329772088,8
shed,blood,1.707741329772088,8
how,fares,1.7060911737709648,14
fares,how,1.7060911737709648,14
years,twenty,1.700293223317474,6
twenty,years,1.700293223317474,6
second,servingman,1.6928437356618644,17
servingman,second,1.6928437356618644,17
kill,didst,1.6820538219867471,6
didst,kill,1.6820538219867471,6
doom,prince,1.6754696395924418,5
prince,doom,1.6754696395924418,5
second,watchman,1.6665147969395153,6
watchman,second,1.6665147969395153,6
battle,bid,1.665776828228552,5
bid,battle,1.665776828228552,5
stay,longer,1.6606458632754173,6
longer,stay,1.6606458632754173,6
cousin,hereford,1.6573067951526914,5
hereford,cousin,1.6573067951526914,5
days,happy,1.6555748108755024,6
happy,days,1.6555748108755024,6
am,sorry,1.6499155351200536,11
sorry,am,1.6499155351200536,11
house,lancaster,1.6340598187841957,8
lancaster,house,1.6340598187841957,8
sir,stephen,1.6297121490317665,7
sir,scroop,1.6297121490317665,7
stephen,sir,1.6297121490317665,7
scroop,sir,1.6297121490317665,7
news,bad,1.6294860128736226,6
bad,news,1.6294860128736226,6
thine,ear,1.62681362115195,7
ear,thine,1.62681362115195,7
speak,freely,1.6251221117812902,5
freely,speak,1.6251221117812902,5
thousand,times,1.6229787663727981,6
times,thousand,1.6229787663727981,6
would,fain,1.6171714947950506,12
fain,would,1.6171714947950506,12
wear,crown,1.6151278628267554,7
crown,wear,1.6151278628267554,7
heart,ease,1.6139857456633306,5
ease,heart,1.6139857456633306,5
an,ass,1.6112457082973017,5
ass,an,1.6112457082973017,5
citizen,second,1.6040223487351521,24
second,citizen,1.6040223487351521,24
she,fourteen,1.6008360212955375,6
fourteen,she,1.6008360212955375,6
look,pale,1.597672901108028,12
pale,look,1.597672901108028,12
first,watchman,1.5963569429067939,11
watchman,first,1.5963569429067939,11
when,parted,1.5962883935448169,5
when,wakes,1.5962883935448169,5
parted,when,1.5962883935448169,5
wakes,when,1.5962883935448169,5
off,far,1.593015542995355,14
far,off,1.593015542995355,14
get,gone,1.5845225735580621,11
gone,get,1.5845225735580621,11
away,whither,1.5834121293787975,5
whither,away,1.5834121293787975,5
person,royal,1.5819506771351637,5
royal,person,1.5819506771351637,5
duke,aumerle,1.5810748833544435,38
aumerle,duke,1.5810748833544435,38
first,musician,1.5761535568185068,9
musician,first,1.5761535568185068,9
off,wash,1.57555411644466,5
wash,off,1.57555411644466,5
sent,hither,1.5706696667254747,5
hither,sent,1.5706696667254747,5
cannot,choose,1.569014308678155,6
choose,cannot,1.569014308678155,6
forth,bring,1.5675642422829221,13
bring,forth,1.5675642422829221,13
second,senator,1.5671301648036036,10
senator,second,1.5671301648036036,10
second,servant,1.5530055221119972,11
servant,second,1.5530055221119972,11
at,heels,1.547825009608217,5
heels,at,1.547825009608217,5
stay,awhile,1.5467025109685806,5
awhile,stay,1.5467025109685806,5
sovereign,gracious,1.5455642704667119,6
gracious,sovereign,1.5455642704667119,6
sir,thumb,1.5415760603312154,5
thumb,sir,1.5415760603312154,5
tybalt,romeo,1.5384024884384673,8
romeo,tybalt,1.5384024884384673,8
down,set,1.5377156395179772,21
set,down,1.5377156395179772,21
crown,title,1.5377156395179772,5
title,crown,1.5377156395179772,5
down,sit,1.5361810284445092,10
sit,down,1.5361810284445092,10
than,fairer,1.5355249943591835,6
fairer,than,1.5355249943591835,6
first,murderer,1.5323746322399197,33
murderer,first,1.5323746322399197,33
first,citizen,1.5238802737958297,43
citizen,first,1.5238802737958297,43
she,weeps,1.5216547752479128,5
weeps,she,1.5216547752479128,5
hour,within,1.5212467954321856,7
within,hour,1.5212467954321856,7
any,thing,1.5206546864149437,26
thing,any,1.5206546864149437,26
at,least,1.5178617862307737,18
at,pomfret,1.5178617862307737,6
least,at,1.5178617862307737,18
pomfret,at,1.5178617862307737,6
friends,loving,1.5090354140659614,6
loving,friends,1.5090354140659614,6
back,turn,1.508906943577847,8
turn,back,1.508906943577847,8
save,god,1.5078866478476096,21
god,save,1.5078866478476096,21
was,wont,1.505707470717034,8
wont,was,1.505707470717034,8
these,woes,1.5054525282489537,7
woes,these,1.5054525282489537,7
world,goes,1.5051977353511183,6
goes,world,1.5051977353511183,6
than,lesser,1.5021012388722337,5
lesser,than,1.5021012388722337,5
poor,alas,1.4996297811121762,8
alas,poor,1.4996297811121762,8
lord,ross,1.499286998215139,11
ross,lord,1.499286998215139,11
show,duty,1.4987756122485998,5
duty,show,1.4987756122485998,5
royal,england,1.4981736793983897,5
england,royal,1.4981736793983897,5
o,clock,1.4960520816478178,14
clock,o,1.4960520816478178,14
people,common,1.4957742562679353,5
common,people,1.4957742562679353,5
lord,fitzwater,1.494877879310084,7
fitzwater,lord,1.494877879310084,7
too,late,1.491903247941882,16
late,too,1.491903247941882,16
down,throw,1.4904235378838342,5
throw,down,1.4904235378838342,5
many,hours,1.4878985628533303,7
hours,many,1.4878985628533303,7
sir,william,1.4835841133535286,5
sir,mystery,1.4835841133535286,5
william,sir,1.4835841133535286,5
mystery,sir,1.4835841133535286,5
blood,wash,1.482132431282425,6
wash,blood,1.482132431282425,6
forth,brought,1.4804930363763869,5
brought,forth,1.4804930363763869,5
unto,tower,1.4802043727021479,5
tower,unto,1.4802043727021479,5
about,ears,1.4768507306945602,5
ears,about,1.4768507306945602,5
king,iv,1.4749459272818224,110
king,iii,1.4749459272818224,138
king,vi,1.4749459272818224,99
king,ii,1.4749459272818224,98
king,xi,1.4749459272818224,21
iv,king,1.4749459272818224,110
iii,king,1.4749459272818224,138
vi,king,1.4749459272818224,99
ii,king,1.4749459272818224,98
xi,king,1.4749459272818224,21
stay,entreat,1.470314165105126,5
entreat,stay,1.470314165105126,5
right,wrong,1.469672146067437,6
wrong,right,1.469672146067437,6
blood,flesh,1.4674091744617186,5
flesh,blood,1.4674091744617186,5
off,head,1.4671498167460957,18
head,off,1.4671498167460957,18
fair,virtuous,1.4670357484009613,5
virtuous,fair,1.4670357484009613,5
lord,willoughby,1.4657196505688705,8
willoughby,lord,1.4657196505688705,8
men,wise,1.4636892846365894,6
wise,men,1.4636892846365894,6
am,glad,1.4623948142835905,10
glad,am,1.4623948142835905,10
or,whether,1.4596854802564299,16
whether,or,1.4596854802564299,16
lord,marshal,1.452754673404503,12
marshal,lord,1.452754673404503,12
down,beat,1.444666047323159,6
beat,down,1.444666047323159,6
go,along,1.4441598765410317,14
along,go,1.4441598765410317,14
john,friar,1.4394429977733574,7
friar,john,1.4394429977733574,7
brother,gloucester,1.4356026898280647,9
gloucester,brother,1.4356026898280647,9
born,gentleman,1.4335820405375799,6
gentleman,born,1.4335820405375799,6
who,calls,1.4315707492330112,6
calls,who,1.4315707492330112,6
tell,plain,1.4307116105118736,6
plain,tell,1.4307116105118736,6
edward,prince,1.4295554579976857,43
prince,edward,1.4295554579976857,43
beseech,pardon,1.4254104405281927,7
pardon,beseech,1.4254104405281927,7
alack,day,1.4132988089941918,5
day,alack,1.4132988089941918,5
well,wot,1.41168019908975,6
wot,well,1.41168019908975,6
death,banishment,1.409417227484032,7
banishment,death,1.409417227484032,7
days,many,1.4087173168057057,7
many,days,1.4087173168057057,7
own,mine,1.4078995921302861,45
mine,own,1.4078995921302861,45
first,servingman,1.4077491264291166,19
servingman,first,1.4077491264291166,19
say,amen,1.40704985971719,6
amen,say,1.40704985971719,6
fair,bianca,1.4048878416521169,6
bianca,fair,1.4048878416521169,6
on,revenged,1.4045413761515693,7
revenged,on,1.4045413761515693,7
rather,had,1.4045159795560296,25
had,rather,1.4045159795560296,25
off,pluck,1.4044836587640297,5
pluck,off,1.4044836587640297,5
duke,norfolk,1.4041035946523452,17
norfolk,duke,1.4041035946523452,17
lord,william,1.3999023660792274,5
william,lord,1.3999023660792274,5
peace,war,1.3978683829704959,8
war,peace,1.3978683829704959,8
own,thine,1.3970616546220291,17
thine,own,1.3970616546220291,17
days,two,1.3952897829015807,6
two,days,1.3952897829015807,6
head,cut,1.3949734722671294,5
cut,head,1.3949734722671294,5
hand,kiss,1.3933658307808656,8
kiss,hand,1.3933658307808656,8
than,worse,1.3932920025644697,16
worse,than,1.3932920025644697,16
at,aim,1.3929230496224736,5
lay,hands,1.3929230496224736,6
aim,at,1.3929230496224736,5
hands,lay,1.3929230496224736,6
bless,god,1.389787335769615,6
god,sake,1.389787335769615,9
god,bless,1.389787335769615,6
sake,god,1.389787335769615,9
her,dowry,1.3876445912116797,6
dowry,her,1.3876445912116797,6
old,gaunt,1.386452578034164,7
gaunt,old,1.386452578034164,7
lord,mayor,1.3699391427017842,14
mayor,lord,1.3699391427017842,14
resolved,am,1.3696407610466919,5
am,resolved,1.3696407610466919,5
daughter,married,1.3677062612694921,5
married,daughter,1.3677062612694921,5
good,aunt,1.3670386293441559,5
aunt,good,1.3670386293441559,5
by,paul,1.3664707142571852,6
paul,by,1.3664707142571852,6
king,richard,1.3588320556276057,261
richard,king,1.3588320556276057,261
upon,tread,1.357797972609243,5
tread,upon,1.357797972609243,5
an,hour,1.357682545503739,22
hour,an,1.357682545503739,22
done,deed,1.355265636093848,6
deed,done,1.355265636093848,6
home,welcome,1.353619799990887,7
welcome,home,1.353619799990887,7
son,heir,1.3478003523397242,8
heir,son,1.3478003523397242,8
eyes,thine,1.3470747879292906,13
thine,eyes,1.3470747879292906,13
by,provoked,1.3452814151872472,5
by,accident,1.3452814151872472,5
provoked,by,1.3452814151872472,5
accident,by,1.3452814151872472,5
as,lief,1.344576963318431,5
lief,as,1.344576963318431,5
er,read,1.3424704378534187,5
read,er,1.3424704378534187,5
eye,thine,1.3419703865812442,7
thine,eye,1.3419703865812442,7
save,life,1.3415374740533725,12
life,save,1.3415374740533725,12
came,hither,1.3396775376692487,6
hither,came,1.3396775376692487,6
young,prince,1.3396775376692487,12
prince,young,1.3396775376692487,12
these,wars,1.3363101291486001,7
wars,these,1.3363101291486001,7
long,live,1.3361583734401923,13
live,long,1.3361583734401923,13
since,saw,1.335521577898091,6
saw,since,1.335521577898091,6
defend,god,1.3290894954160035,5
god,defend,1.3290894954160035,5
lay,hold,1.3281396242754913,5
hold,lay,1.3281396242754913,5
too,rough,1.3255718261753568,5
rough,too,1.3255718261753568,5
first,keeper,1.3243415838247072,7
keeper,first,1.3243415838247072,7
lord,hastings,1.3231957391594578,22
hastings,lord,1.3231957391594578,22
get,hence,1.3212811387834806,6
hence,get,1.3212811387834806,6
play,part,1.319682997212254,5
part,play,1.319682997212254,5
thou,couldst,1.3196165354351095,5
thou,wert,1.3196165354351095,30
thou,shouldst,1.3196165354351095,14
thou,camest,1.3196165354351095,12
thou,liest,1.3196165354351095,18
thou,rt,1.3196165354351095,12
thou,comest,1.3196165354351095,12
thou,livest,1.3196165354351095,6
thou,diest,1.3196165354351095,5
thou,lovest,1.3196165354351095,8
couldst,thou,1.3196165354351095,5
wert,thou,1.3196165354351095,30
shouldst,thou,1.3196165354351095,14
camest,thou,1.3196165354351095,12
liest,thou,1.3196165354351095,18
rt,thou,1.3196165354351095,12
comest,thou,1.3196165354351095,12
livest,thou,1.3196165354351095,6
diest,thou,1.3196165354351095,5
lovest,thou,1.3196165354351095,8
back,again,1.3155713509437013,13
again,back,1.3155713509437013,13
eyes,tears,1.3154827284595851,10
tears,eyes,1.3154827284595851,10
tell,tale,1.3153181918098038,8
tale,tell,1.3153181918098038,8
at,gate,1.313741803574849,5
gate,at,1.313741803574849,5
off,break,1.3136762447428272,5
break,off,1.3136762447428272,5
queen,kindred,1.3095658629207125,5
kindred,queen,1.3095658629207125,5
at,laugh,1.3086021639224377,7
many,years,1.3086021639224377,7
years,many,1.3086021639224377,7
laugh,at,1.3086021639224377,7
their,fury,1.3055583545206475,5
fury,their,1.3055583545206475,5
king,lewis,1.3042497001128472,27
lewis,king,1.3042497001128472,27
upon,party,1.3034403102866503,5
party,upon,1.3034403102866503,5
lord,protector,1.302992353071171,5
protector,lord,1.302992353071171,5
knows,god,1.302637160050715,9
god,knows,1.302637160050715,9
since,years,1.3023532146454362,6
years,since,1.3023532146454362,6
hast,thyself,1.3022467829620452,6
thyself,hast,1.3022467829620452,6
thou,wast,1.3011331297410964,23
wast,thou,1.3011331297410964,23
bear,hence,1.3010777526951938,13
hence,bear,1.3010777526951938,13
first,soldier,1.2999471448795579,9
soldier,first,1.2999471448795579,9
on,side,1.2998060256315562,20
side,on,1.2998060256315562,20
thou,hast,1.2994131493468224,147
hast,thou,1.2994131493468224,147
there,remedy,1.2972736891161611,5
remedy,there,1.2972736891161611,5
thou,dost,1.2953479607081726,87
dost,thou,1.2953479607081726,87
york,duke,1.294990450564993,79
duke,york,1.294990450564993,79
thou,mayst,1.2932875967127604,16
mayst,thou,1.2932875967127604,16
d,abhorr,1.291629349253663,5
d,begg,1.291629349253663,5
d,stopp,1.291629349253663,9
d,scatter,1.291629349253663,6
d,stabb,1.291629349253663,10
d,unlook,1.291629349253663,5
d,damn,1.291629349253663,7
abhorr,d,1.291629349253663,5
begg,d,1.291629349253663,5
stopp,d,1.291629349253663,9
scatter,d,1.291629349253663,6
stabb,d,1.291629349253663,10
unlook,d,1.291629349253663,5
damn,d,1.291629349253663,7
thou,hadst,1.291587811834866,30
hadst,thou,1.291587811834866,30
their,heads,1.2897640873374157,9
heads,their,1.2897640873374157,9
against,fight,1.2888344519872938,7
fight,against,1.2888344519872938,7
make,haste,1.2882871368778015,13
haste,make,1.2882871368778015,13
must,confess,1.2861599630685905,9
confess,must,1.2861599630685905,9
thou,wilt,1.2822922124112972,78
wilt,thou,1.2822922124112972,78
bid,farewell,1.2820772586711247,6
farewell,bid,1.2820772586711247,6
grace,uncle,1.280556085550592,6
uncle,grace,1.280556085550592,6
come,hither,1.2800469477643748,31
hither,come,1.2800469477643748,31
or,else,1.279005032180854,43
else,or,1.279005032180854,43
here,comes,1.2725701658656454,52
comes,here,1.2725701658656454,52
thou,canst,1.2718437536391087,43
canst,thou,1.2718437536391087,43
third,gentleman,1.2687717918915875,6
gentleman,third,1.2687717918915875,6
thou,wouldst,1.2663710234818844,23
wouldst,thou,1.2663710234818844,23
who,knows,1.2652393274664862,9
go,fetch,1.2652393274664862,9
fetch,go,1.2652393274664862,9
knows,who,1.2652393274664862,9
an,oath,1.2644582220726455,12
oath,an,1.2644582220726455,12
us,bids,1.2639317690029768,5
bids,us,1.2639317690029768,5
than,greater,1.2625237222954457,8
greater,than,1.2625237222954457,8
am,going,1.2617353637371722,6
going,am,1.2617353637371722,6
away,prison,1.2611928346448782,5
prison,away,1.2611928346448782,5
second,gentleman,1.2600682043697091,13
gentleman,second,1.2600682043697091,13
how,teach,1.2589331424287455,7
teach,how,1.2589331424287455,7
father,slew,1.2585865386737936,5
slew,father,1.2585865386737936,5
on,armour,1.2584133404733313,5
armour,on,1.2584133404733313,5
first,servant,1.2573947941940942,12
servant,first,1.2573947941940942,12
thou,shalt,1.2536880217268012,61
shalt,thou,1.2536880217268012,61
thou,art,1.2530126550066012,181
art,thou,1.2530126550066012,181
thou,darest,1.2526697458044962,12
darest,thou,1.2526697458044962,12
their,maids,1.251200692198055,5
maids,their,1.251200692198055,5
work,made,1.2502555460537421,6
made,work,1.2502555460537421,6
men,women,1.2480894842972345,6
women,men,1.2480894842972345,6
thou,didst,1.2479233107800345,39
didst,thou,1.2479233107800345,39
every,thing,1.2471644690766002,7
thing,every,1.2471644690766002,7
dead,romeo,1.2471323300636423,10
romeo,dead,1.2471323300636423,10
at,cell,1.2467950139442356,5
cell,at,1.2467950139442356,5
no,longer,1.246380214980608,13
longer,no,1.246380214980608,13
from,whence,1.2426663023132445,11
whence,from,1.2426663023132445,11
men,thousand,1.2406014629046844,10
thousand,men,1.2406014629046844,10
thou,dst,1.2404352893874846,5
thou,mightst,1.2404352893874846,5
dst,thou,1.2404352893874846,5
mightst,thou,1.2404352893874846,5
from,thence,1.2362512007105908,12
thence,from,1.2362512007105908,12
by,ruled,1.2361369457621791,5
ruled,by,1.2361369457621791,5
head,angelo,1.2356802263154145,6
angelo,head,1.2356802263154145,6
heaven,earth,1.2346771310031361,9
earth,heaven,1.2346771310031361,9
little,joy,1.2341673528992745,5
joy,little,1.2341673528992745,5
their,hearts,1.233007687372036,11
hearts,their,1.233007687372036,11
on,looking,1.2328592360009432,6
upon,frown,1.2328592360009432,5
sweet,kate,1.2328592360009432,6
frown,upon,1.2328592360009432,5
looking,on,1.2328592360009432,6
kate,sweet,1.2328592360009432,6
rather,than,1.232610854820651,23
than,rather,1.232610854820651,23
art,thyself,1.2324318381314288,7
thyself,art,1.2324318381314288,7
thy,suck,1.2322066521337467,5
suck,thy,1.2322066521337467,5
mind,put,1.2315460042015849,6
put,mind,1.2315460042015849,6
an,officer,1.2296961158134336,6
officer,an,1.2296961158134336,6
had,been,1.228858797979667,39
been,had,1.228858797979667,39
show,face,1.2267602531665134,7
face,show,1.2267602531665134,7
die,live,1.2259751700066621,12
live,die,1.2259751700066621,12
all,despite,1.2248717534757059,8
despite,all,1.2248717534757059,8
thou,st,1.2242696716199313,167
st,thou,1.2242696716199313,167
never,saw,1.2194952744429617,8
saw,never,1.2194952744429617,8
by,troth,1.215203038926536,9
troth,by,1.215203038926536,9
children,hast,1.214947646692241,5
hast,children,1.214947646692241,5
be,revenged,1.2144778851733151,11
revenged,be,1.2144778851733151,11
t,please,1.2138870555213424,15
please,t,1.2138870555213424,15
d,smother,1.2124481032060384,5
smother,d,1.2124481032060384,5
last,night,1.2119421365525158,8
night,last,1.2119421365525158,8
no,remedy,1.211618108721396,8
remedy,no,1.211618108721396,8
death,gloucester,1.2098448725788278,7
gloucester,death,1.2098448725788278,7
speaks,she,1.2091449619005015,7
she,speaks,1.2091449619005015,7
die,morrow,1.2066126253851064,7
morrow,die,1.2066126253851064,7
lord,stanley,1.2060823400631144,8
stanley,lord,1.2060823400631144,8
thou,seest,1.2056731831282728,10
seest,thou,1.2056731831282728,10
come,supper,1.20365860190092,5
supper,come,1.20365860190092,5
true,false,1.1938478836461028,7
false,true,1.1938478836461028,7
one,another,1.1929505949391361,18
another,one,1.1929505949391361,18
his,unkindness,1.1926555850745773,5
unkindness,his,1.1926555850745773,5
am,sure,1.1925383385961483,11
sure,am,1.1925383385961483,11
take,order,1.1923580211835918,5
order,take,1.1923580211835918,5
clarence,warwick,1.191615002213811,6
warwick,clarence,1.191615002213811,6
well,met,1.1911698002456559,10
met,well,1.1911698002456559,10
from,pluck,1.1910544519733335,15
pluck,from,1.1910544519733335,15
too,hot,1.1908732522779006,5
hot,too,1.1908732522779006,5
revenge,god,1.190214980864411,6
god,revenge,1.190214980864411,6
we,ourselves,1.1898862189396247,12
ourselves,we,1.1898862189396247,12
s,alban,1.1891474132918125,5
alban,s,1.1891474132918125,5
they,themselves,1.1875754826738742,10
themselves,they,1.1875754826738742,10
mine,ears,1.1866937656245409,8
ears,mine,1.1866937656245409,8
on,thursday,1.1858626733247195,5
thursday,on,1.1858626733247195,5
again,return,1.1842539025674417,5
return,again,1.1842539025674417,5
long,last,1.1839134129522721,5
last,long,1.1839134129522721,5
thousand,many,1.1820696843075804,6
many,thousand,1.1820696843075804,6
on,knees,1.1817067135535617,8
knees,on,1.1817067135535617,8
he,swore,1.1806196179123476,5
swore,he,1.1806196179123476,5
thus,far,1.1797157789141033,8
far,thus,1.1797157789141033,8
than,better,1.178262950718546,34
better,than,1.178262950718546,34
poor,soul,1.1775814348086882,11
soul,poor,1.1775814348086882,11
need,fear,1.1771590858028413,5
fear,need,1.1771590858028413,5
was,born,1.1766487514528092,15
born,was,1.1766487514528092,15
your,highness,1.1754559349403322,34
highness,your,1.1754559349403322,34
give,leave,1.1750613398135326,27
leave,give,1.1750613398135326,27
since,three,1.1748672890232563,5
three,since,1.1748672890232563,5
enemy,mine,1.1744593092075293,7
mine,enemy,1.1744593092075293,7
are,undone,1.174296224533475,5
undone,are,1.174296224533475,5
else,nothing,1.1704846264845647,8
nothing,else,1.1704846264845647,8
good,bad,1.1700134634528316,12
bad,good,1.1700134634528316,12
your,lordship,1.168094835293963,18
lordship,your,1.168094835293963,18
o,miserable,1.1653996193770357,5
miserable,o,1.1653996193770357,5
for,sake,1.1649804836051727,36
sake,for,1.1649804836051727,36
if,darest,1.1648253507291157,6
darest,if,1.1648253507291157,6
our,fares,1.1646315125282174,6
fares,our,1.1646315125282174,6
mine,eyes,1.1636284615558474,22
eyes,mine,1.1636284615558474,22
than,less,1.1617478626529874,17
less,than,1.1617478626529874,17
am,weary,1.1613648186196093,5
weary,am,1.1613648186196093,5
mother,wife,1.1610837395075098,11
wife,mother,1.1610837395075098,11
ere,long,1.1596273224665197,7
long,ere,1.1596273224665197,7
too,much,1.159158839100694,33
much,too,1.159158839100694,33
this,afternoon,1.1585449067479547,7
afternoon,this,1.1585449067479547,7
old,new,1.158420437972828,5
new,old,1.158420437972828,5
father,princely,1.1579163767924303,5
princely,father,1.1579163767924303,5
give,thanks,1.1575305435865726,7
thanks,give,1.1575305435865726,7
when,clouds,1.1569556997145543,5
clouds,when,1.1569556997145543,5
leave,take,1.1562616758353153,25
take,leave,1.1562616758353153,25
