x,y,pmi,count
sir,stephen,1.6297121490317665,7
scroop,sir,1.6297121490317665,7
bad,news,1.6294860128736226,6
ear,thine,1.62681362115195,7
freely,speak,1.6251221117812902,5
thousand,times,1.6229787663727981,6
fain,would,1.6171714947950506,12
crown,wear,1.6151278628267554,7
ease,heart,1.6139857456633306,5
an,ass,1.6112457082973017,5
citizen,second,1.6040223487351521,24
fourteen,she,1.6008360212955375,6
look,pale,1.597672901108028,12
first,watchman,1.5963569429067939,11
parted,when,1.5962883935448169,5
wakes,when,1.5962883935448169,5
far,off,1.593015542995355,14
get,gone,1.5845225735580621,11
away,whither,1.5834121293787975,5
person,royal,1.5819506771351637,5
aumerle,duke,1.5810748833544435,38
first,musician,1.5761535568185068,9
off,wash,1.57555411644466,5
hither,sent,1.5706696667254747,5
cannot,choose,1.569014308678155,6
bring,forth,1.5675642422829221,13
second,senator,1.5671301648036036,10
second,servant,1.5530055221119972,11
at,heels,1.547825009608217,5
awhile,stay,1.5467025109685806,5
gracious,sovereign,1.5455642704667119,6
sir,thumb,1.5415760603312154,5
romeo,tybalt,1.5384024884384673,8
down,set,1.5377156395179772,21
crown,title,1.5377156395179772,5
down,sit,1.5361810284445092,10
fairer,than,1.5355249943591835,6
first,murderer,1.5323746322399197,33
citizen,first,1.5238802737958297,43
she,weeps,1.5216547752479128,5
hour,within,1.5212467954321856,7
any,thing,1.5206546864149437,26
at,least,1.5178617862307737,18
at,pomfret,1.5178617862307737,6
friends,loving,1.5090354140659614,6
back,turn,1.508906943577847,8
god,save,1.5078866478476096,21
was,wont,1.505707470717034,8
these,woes,1.5054525282489537,7
goes,world,1.5051977353511183,6
lesser,than,1.5021012388722337,5
alas,poor,1.4996297811121762,8
lord,ross,1.499286998215139,11
duty,show,1.4987756122485998,5
england,royal,1.4981736793983897,5
clock,o,1.4960520816478178,14
common,people,1.4957742562679353,5
fitzwater,lord,1.494877879310084,7
late,too,1.491903247941882,16
down,throw,1.4904235378838342,5
hours,many,1.4878985628533303,7
sir,william,1.4835841133535286,5
mystery,sir,1.4835841133535286,5
blood,wash,1.482132431282425,6
brought,forth,1.4804930363763869,5
tower,unto,1.4802043727021479,5
about,ears,1.4768507306945602,5
iv,king,1.4749459272818224,110
iii,king,1.4749459272818224,138
king,vi,1.4749459272818224,99
ii,king,1.4749459272818224,98
king,xi,1.4749459272818224,21
entreat,stay,1.470314165105126,5
right,wrong,1.469672146067437,6
blood,flesh,1.4674091744617186,5
head,off,1.4671498167460957,18
fair,virtuous,1.4670357484009613,5
lord,willoughby,1.4657196505688705,8
men,wise,1.4636892846365894,6
am,glad,1.4623948142835905,10
or,whether,1.4596854802564299,16
lord,marshal,1.452754673404503,12
beat,down,1.444666047323159,6
along,go,1.4441598765410317,14
friar,john,1.4394429977733574,7
brother,gloucester,1.4356026898280647,9
born,gentleman,1.4335820405375799,6
calls,who,1.4315707492330112,6
plain,tell,1.4307116105118736,6
edward,prince,1.4295554579976857,43
beseech,pardon,1.4254104405281927,7
alack,day,1.4132988089941918,5
well,wot,1.41168019908975,6
banishment,death,1.409417227484032,7
days,many,1.4087173168057057,7
mine,own,1.4078995921302861,45
first,servingman,1.4077491264291166,19
amen,say,1.40704985971719,6
bianca,fair,1.4048878416521169,6
on,revenged,1.4045413761515693,7
had,rather,1.4045159795560296,25
off,pluck,1.4044836587640297,5
duke,norfolk,1.4041035946523452,17
lord,william,1.3999023660792274,5
peace,war,1.3978683829704959,8
own,thine,1.3970616546220291,17
days,two,1.3952897829015807,6
cut,head,1.3949734722671294,5
hand,kiss,1.3933658307808656,8
than,worse,1.3932920025644697,16
hands,lay,1.3929230496224736,6
aim,at,1.3929230496224736,5
god,sake,1.389787335769615,9
bless,god,1.389787335769615,6
dowry,her,1.3876445912116797,6
gaunt,old,1.386452578034164,7
lord,mayor,1.3699391427017842,14
am,resolved,1.3696407610466919,5
daughter,married,1.3677062612694921,5
aunt,good,1.3670386293441559,5
by,paul,1.3664707142571852,6
king,richard,1.3588320556276057,261
tread,upon,1.357797972609243,5
an,hour,1.357682545503739,22
deed,done,1.355265636093848,6
home,welcome,1.353619799990887,7
heir,son,1.3478003523397242,8
eyes,thine,1.3470747879292906,13
by,provoked,1.3452814151872472,5
accident,by,1.3452814151872472,5
as,lief,1.344576963318431,5
er,read,1.3424704378534187,5
eye,thine,1.3419703865812442,7
life,save,1.3415374740533725,12
came,hither,1.3396775376692487,6
prince,young,1.3396775376692487,12
these,wars,1.3363101291486001,7
live,long,1.3361583734401923,13
saw,since,1.335521577898091,6
defend,god,1.3290894954160035,5
hold,lay,1.3281396242754913,5
rough,too,1.3255718261753568,5
first,keeper,1.3243415838247072,7
hastings,lord,1.3231957391594578,22
get,hence,1.3212811387834806,6
part,play,1.319682997212254,5
couldst,thou,1.3196165354351095,5
thou,wert,1.3196165354351095,30
shouldst,thou,1.3196165354351095,14
camest,thou,1.3196165354351095,12
liest,thou,1.3196165354351095,18
rt,thou,1.3196165354351095,12
comest,thou,1.3196165354351095,12
livest,thou,1.3196165354351095,6
diest,thou,1.3196165354351095,5
lovest,thou,1.3196165354351095,8
again,back,1.3155713509437013,13
eyes,tears,1.3154827284595851,10
tale,tell,1.3153181918098038,8
at,gate,1.313741803574849,5
break,off,1.3136762447428272,5
kindred,queen,1.3095658629207125,5
at,laugh,1.3086021639224377,7
many,years,1.3086021639224377,7
fury,their,1.3055583545206475,5
king,lewis,1.3042497001128472,27
party,upon,1.3034403102866503,5
lord,protector,1.302992353071171,5
god,knows,1.302637160050715,9
since,years,1.3023532146454362,6
hast,thyself,1.3022467829620452,6
thou,wast,1.3011331297410964,23
bear,hence,1.3010777526951938,13
first,soldier,1.2999471448795579,9
on,side,1.2998060256315562,20
hast,thou,1.2994131493468224,147
remedy,there,1.2972736891161611,5
dost,thou,1.2953479607081726,87
duke,york,1.294990450564993,79
mayst,thou,1.2932875967127604,16
abhorr,d,1.291629349253663,5
begg,d,1.291629349253663,5
d,stopp,1.291629349253663,9
d,scatter,1.291629349253663,6
d,stabb,1.291629349253663,10
d,unlook,1.291629349253663,5
d,damn,1.291629349253663,7
hadst,thou,1.291587811834866,30
heads,their,1.2897640873374157,9
against,fight,1.2888344519872938,7
haste,make,1.2882871368778015,13
confess,must,1.2861599630685905,9
thou,wilt,1.2822922124112972,78
bid,farewell,1.2820772586711247,6
grace,uncle,1.280556085550592,6
come,hither,1.2800469477643748,31
else,or,1.279005032180854,43
comes,here,1.2725701658656454,52
canst,thou,1.2718437536391087,43
gentleman,third,1.2687717918915875,6
thou,wouldst,1.2663710234818844,23
knows,who,1.2652393274664862,9
fetch,go,1.2652393274664862,9
an,oath,1.2644582220726455,12
bids,us,1.2639317690029768,5
greater,than,1.2625237222954457,8
am,going,1.2617353637371722,6
away,prison,1.2611928346448782,5
gentleman,second,1.2600682043697091,13
how,teach,1.2589331424287455,7
father,slew,1.2585865386737936,5
armour,on,1.2584133404733313,5
first,servant,1.2573947941940942,12
shalt,thou,1.2536880217268012,61
art,thou,1.2530126550066012,181
darest,thou,1.2526697458044962,12
maids,their,1.251200692198055,5
made,work,1.2502555460537421,6
men,women,1.2480894842972345,6
didst,thou,1.2479233107800345,39
every,thing,1.2471644690766002,7
dead,romeo,1.2471323300636423,10
at,cell,1.2467950139442356,5
longer,no,1.246380214980608,13
from,whence,1.2426663023132445,11
men,thousand,1.2406014629046844,10
dst,thou,1.2404352893874846,5
mightst,thou,1.2404352893874846,5
from,thence,1.2362512007105908,12
by,ruled,1.2361369457621791,5
angelo,head,1.2356802263154145,6
earth,heaven,1.2346771310031361,9
joy,little,1.2341673528992745,5
hearts,their,1.233007687372036,11
frown,upon,1.2328592360009432,5
looking,on,1.2328592360009432,6
kate,sweet,1.2328592360009432,6
rather,than,1.232610854820651,23
art,thyself,1.2324318381314288,7
suck,thy,1.2322066521337467,5
mind,put,1.2315460042015849,6
an,officer,1.2296961158134336,6
been,had,1.228858797979667,39
face,show,1.2267602531665134,7
die,live,1.2259751700066621,12
all,despite,1.2248717534757059,8
st,thou,1.2242696716199313,167
never,saw,1.2194952744429617,8
by,troth,1.215203038926536,9
children,hast,1.214947646692241,5
be,revenged,1.2144778851733151,11
please,t,1.2138870555213424,15
d,smother,1.2124481032060384,5
last,night,1.2119421365525158,8
no,remedy,1.211618108721396,8
death,gloucester,1.2098448725788278,7
she,speaks,1.2091449619005015,7
die,morrow,1.2066126253851064,7
lord,stanley,1.2060823400631144,8
seest,thou,1.2056731831282728,10
come,supper,1.20365860190092,5
false,true,1.1938478836461028,7
another,one,1.1929505949391361,18
his,unkindness,1.1926555850745773,5
am,sure,1.1925383385961483,11
order,take,1.1923580211835918,5
clarence,warwick,1.191615002213811,6
met,well,1.1911698002456559,10
from,pluck,1.1910544519733335,15
hot,too,1.1908732522779006,5
god,revenge,1.190214980864411,6
ourselves,we,1.1898862189396247,12
alban,s,1.1891474132918125,5
themselves,they,1.1875754826738742,10
ears,mine,1.1866937656245409,8
on,thursday,1.1858626733247195,5
again,return,1.1842539025674417,5
last,long,1.1839134129522721,5
many,thousand,1.1820696843075804,6
knees,on,1.1817067135535617,8
he,swore,1.1806196179123476,5
far,thus,1.1797157789141033,8
better,than,1.178262950718546,34
poor,soul,1.1775814348086882,11
fear,need,1.1771590858028413,5
born,was,1.1766487514528092,15
highness,your,1.1754559349403322,34
give,leave,1.1750613398135326,27
since,three,1.1748672890232563,5
enemy,mine,1.1744593092075293,7
are,undone,1.174296224533475,5
else,nothing,1.1704846264845647,8
bad,good,1.1700134634528316,12
lordship,your,1.168094835293963,18
miserable,o,1.1653996193770357,5
for,sake,1.1649804836051727,36
darest,if,1.1648253507291157,6
fares,our,1.1646315125282174,6
eyes,mine,1.1636284615558474,22
less,than,1.1617478626529874,17
am,weary,1.1613648186196093,5
mother,wife,1.1610837395075098,11
ere,long,1.1596273224665197,7
much,too,1.159158839100694,33
afternoon,this,1.1585449067479547,7
new,old,1.158420437972828,5
father,princely,1.1579163767924303,5
give,thanks,1.1575305435865726,7
clouds,when,1.1569556997145543,5
leave,take,1.1562616758353153,25
bite,sir,1.1562251789671982,5
am,content,1.1539089362400174,11
gracious,lord,1.15355328878693,28
days,these,1.1532700101375912,8
men,twenty,1.1504248325555966,5
duke,thomas,1.1492953274146265,8
hate,love,1.146526171495622,14
arm,mine,1.1464305856072856,7
d,mew,1.145501313575425,5
fire,out,1.1437745605048433,8
or,seven,1.1428612174092168,6
edward,king,1.1427224114348973,141
worship,your,1.1422875716876777,21
day,morrow,1.141558189432198,10
d,wither,1.140361673923014,12
condemn,d,1.140361673923014,12
been,hath,1.1392269327541227,41
duke,gloucester,1.1391781931230853,9
banish,d,1.1380454311958332,33
more,than,1.1353701897688966,133
shows,which,1.1351103665592905,7
he,wakes,1.1348621273516726,6
chance,may,1.132696065595165,5
between,us,1.1325109048667565,7
or,six,1.1306267609922052,5
either,or,1.1306267609922052,15
cousin,noble,1.1295207153776097,8
further,than,1.1289848139252283,8
beseech,grace,1.1282677411675355,5
brother,montague,1.1266453257619822,5
fair,maid,1.126134240699288,5
out,pluck,1.1257300578112006,6
harm,no,1.122677025384615,11
child,mother,1.1226156073666014,5
meddle,with,1.1224467525892396,6
hear,speak,1.118702811455365,33
less,no,1.1179370658435381,27
walk,will,1.1169944083881669,11
garments,our,1.1154134898580357,5
break,heart,1.1150191577884045,6
hold,peace,1.1135901134006345,5
enemies,mine,1.1133420632376398,5
into,put,1.1133007353143176,5
island,this,1.1127874161872797,7
undone,we,1.1107049728919998,5
down,lay,1.110212296172228,5
acquainted,with,1.110212296172228,5
lord,northumberland,1.109172327055058,8
other,some,1.1072679155254468,20
brother,clarence,1.106901267566225,9
gracious,most,1.106901267566225,9
be,ruled,1.105333415748247,7
be,satisfied,1.105333415748247,14
lords,noble,1.102288132205461,9
again,meet,1.1017736049820268,6
keep,till,1.1008356035765623,7
these,women,1.0979672016706856,6
ll,try,1.0979539044314537,5
er,o,1.0976114452754986,51
got,hath,1.0974688336223808,6
come,padua,1.0972032709866333,6
first,gentleman,1.0914791642083985,19
along,us,1.0903876989611754,6
claudio,death,1.0892132239854382,6
father,gave,1.0888354576491315,5
crack,d,1.0875093665977384,5
d,dress,1.0875093665977384,5
methinks,should,1.0871330787991367,6
sir,truly,1.0856441046814909,6
go,sirrah,1.0835441908928065,7
find,out,1.0825049037659207,12
honour,mine,1.0819584151045278,22
henry,king,1.08129881499942,122
die,must,1.078529092400511,22
alone,let,1.0783730677960295,11
on,pain,1.0779572760151999,6
angelo,lord,1.074983294749996,21
master,mistress,1.0748824104075108,5
hope,live,1.0735981850514227,6
get,go,1.0715628936096921,11
comest,what,1.071528768399923,6
isle,this,1.0713947310290546,7
beheld,have,1.070310550260605,8
d,employ,1.0697805996373067,6
heart,tongue,1.0691127066768253,11
only,son,1.0684896063689793,8
do,repent,1.0677912713063025,6
cut,out,1.067233410623427,5
behalf,in,1.0668619012065008,10
in,vienna,1.0668619012065008,9
go,thither,1.0660827643421116,5
farther,no,1.065490073043158,5
goes,how,1.0626384972847773,7
further,no,1.060350433390747,12
liege,most,1.0590597737248468,5
an,enemy,1.058403739639521,7
most,sovereign,1.0575850881588411,6
d,press,1.057546143220295,7
free,from,1.0555150366091461,12
again,once,1.0506210825346456,8
be,patient,1.0469867978795515,17
made,new,1.0461355633978173,6
on,vengeance,1.0445335205282502,5
fortune,myself,1.0445335205282502,5
am,subject,1.044251419523266,6
at,home,1.0430444864206754,21
more,once,1.042653957727305,25
catesby,good,1.0425275378306518,5
one,word,1.0424134403558432,20
commend,me,1.0414170936513871,15
prove,true,1.0397509182965894,6
sword,up,1.0395183954791474,6
at,last,1.037911241492247,17
d,govern,1.036356844150357,5
call,forth,1.0362678402599128,7
hence,therefore,1.0360454103027315,8
half,one,1.0357983994429822,7
anon,ll,1.0342848245620764,5
ll,visit,1.0342848245620764,5
crown,head,1.03386013155107,6
head,set,1.03386013155107,6
an,honest,1.031885607064516,6
lie,night,1.030990018948617,5
satisfy,your,1.0309216422686516,5
day,happy,1.028133088358583,6
gone,hence,1.0272000030748272,6
old,young,1.0267483187055597,6
duke,mowbray,1.0243565908063266,6
duke,hereford,1.0243565908063266,6
general,our,1.023302359731748,13
back,whose,1.023062120453328,5
d,prevail,1.0227840369610832,7
d,slaughter,1.0227840369610832,14
face,look,1.0224060863680022,9
strike,up,1.0218551873507373,5
honour,please,1.02161531806809,6
em,they,1.0200843953801104,5
quickly,they,1.0200843953801104,5
are,fled,1.0193942645477319,7
d,possess,1.0186280771899254,8
rosaline,thou,1.0185865397711282,5
begun,have,1.0179224808009169,6
am,bound,1.016928292312031,7
heard,never,1.0163612047686879,7
god,mercy,1.0141237218087298,6
do,evil,1.0134336089837097,5
bite,do,1.0134336089837097,5
brother,law,1.013220224688367,6
at,feast,1.0127118079108677,5
alliance,this,1.0124168710697168,5
be,executed,1.0103579025173903,5
for,ireland,1.0100785236194294,7
have,heard,1.008779101361047,47
d,perform,1.0076326928884622,13
entreat,let,1.0050111765627625,6
ever,was,0.9979952756325275,26
each,one,0.9971689970868514,7
these,years,0.9951629102766366,7
away,hence,0.9951404225364683,8
a,brace,0.9927856662783876,7
be,hanged,0.9926291355569588,6
aim,d,0.9905993535896819,5
d,roar,0.9905993535896819,5
d,vex,0.9905993535896819,5
d,join,0.9905993535896819,13
proceed,we,0.9903138640344205,6
says,she,0.9898211873146487,9
her,woo,0.9897045825396421,8
en,hath,0.9893238916394393,5
good,morrow,0.9888426788678752,20
came,from,0.9883797101915895,21
in,readiness,0.9876806551588758,5
ho,what,0.9872078826998871,14
clock,what,0.9872078826998871,7
here,knock,0.9866915142742851,5
these,words,0.9865399701862175,11
ask,why,0.9862594725455792,5
parted,with,0.985273559563928,5
been,have,0.9849328027932858,91
blood,royal,0.9845355908529649,5
art,nature,0.9845048693531535,5
no,whether,0.9843743272183335,8
foes,our,0.9827879245834449,5
him,seize,0.9825737829686161,6
day,night,0.9816354280714041,14
other,part,0.980864440658873,5
at,wonder,0.9807426018358258,6
forgot,have,0.9801339199115169,11
king,lawful,0.9800959056017283,8
heavens,o,0.9783129760198912,10
prince,son,0.9783129760198912,12
father,france,0.976861698205199,5
done,has,0.9750543943822421,5
an,old,0.9750100989584795,19
doth,lie,0.9726861908215101,5
at,once,0.9708493612337167,21
at,point,0.9708493612337167,7
d,stain,0.967118257740159,9
god,name,0.9670237433725454,17
dost,why,0.9669543173501924,11
grace,your,0.9661963126319963,77
doubt,no,0.9644634938402695,15
as,big,0.9643657216068249,5
camillo,good,0.9637697871670512,9
an,tale,0.9634282264086643,5
on,set,0.9627309257829358,26
deserved,have,0.9624051529510854,12
any,other,0.9622591961418127,9
brothers,her,0.9616758589393986,5
back,call,0.9603662079763731,6
friends,many,0.9602209346912242,6
he,thinks,0.9587708682959913,9
he,tells,0.9587708682959913,5
god,majesty,0.9584235716106277,5
lies,where,0.9573256274218104,8
lies,there,0.9573256274218104,10
st,think,0.9564607858179173,16
convey,d,0.95583724733047,6
been,has,0.9553103361864849,5
joys,with,0.9553103361864849,7
farewell,sweet,0.9553103361864849,5
march,on,0.9545723674755218,7
attend,on,0.9545723674755218,7
for,plead,0.9541271182902794,8
d,deliver,0.953876546564942,17
all,lands,0.9538049811891678,6
at,saint,0.953590355792211,8
die,else,0.953590355792211,5
ay,marry,0.9533329452451692,5
a,month,0.9513929811201627,10
d,destroy,0.949206668431457,5
gentle,stay,0.9488386342342263,5
day,every,0.9480268270903239,7
most,royal,0.9476235075201939,6
gone,stay,0.9474354198247883,6
eyes,those,0.9454654015164541,6
our,win,0.9452715633155557,7
get,thee,0.9451753447587018,15
between,there,0.9450911710047988,5
marry,sir,0.9447172626890608,15
doth,sorrow,0.9439144482514855,5
how,wonder,0.9436627076501541,5
earnest,in,0.9419231645982008,6
little,though,0.941737528997211,6
fourteen,not,0.941292327029056,5
arms,mine,0.941181097810391,6
all,things,0.940232173999894,18
look,upon,0.9399471305591415,27
lie,there,0.9391008073156113,10
commend,thy,0.939001993981722,7
an,end,0.9370992876863151,8
been,still,0.9358125464872066,7
so,thrive,0.9348876648211819,5
conference,with,0.9341210371165468,5
been,might,0.9334650030312212,6
noise,what,0.9332260702336416,8
put,up,0.932564571212873,10
from,mouth,0.9324283048624395,5
degree,in,0.9285592030402192,8
heard,speak,0.9261521074452714,8
speak,word,0.9261521074452714,11
a,dozen,0.9258388766477744,6
d,pawn,0.9236525639590687,6
liege,my,0.9209800629964638,43
in,sitting,0.9207338655282628,5
fall,out,0.9203494226535319,6
her,womb,0.9202831737811735,5
a,pair,0.920234999129776,11
he,sends,0.9173781831377663,5
hear,shalt,0.9162478576065783,5
done,hast,0.9159329422635853,8
never,nor,0.9158219688422832,13
god,grace,0.9156925356801405,12
a,week,0.9136044202307628,5
he,quoth,0.9130133777353162,9
chance,if,0.9130133777353162,6
england,queen,0.9116258542486749,6
s,sake,0.9115985134773541,19
death,tybalt,0.9111066736944313,5
one,ten,0.9103549626245953,5
paid,you,0.9095528456258097,6
breast,thy,0.9080528576226277,8
has,t,0.908004557062949,7
bade,me,0.9067185197539308,5
good,worship,0.9063077908126627,5
at,hands,0.9062564769965809,15
a,mile,0.9056354905594876,9
made,peace,0.905372266683879,8
told,who,0.9052314718431672,5
let,us,0.9041961130011684,60
march,we,0.9026445077612768,8
debt,for,0.9017390488305912,6
thank,thee,0.9016393141919847,14
have,ta,0.9009526738638922,10
access,have,0.9009526738638922,5
may,prove,0.8994178541980267,9
gentleman,noble,0.8991653818634848,6
d,touch,0.8988289802340366,17
god,send,0.8984256419353425,5
beseech,do,0.8977741599628144,16
thou,thyself,0.8963706614983016,20
a,cup,0.8958756532703314,8
duke,lancaster,0.8954875605695943,5
been,long,0.8943128790690729,6
give,hand,0.893930335985389,15
pay,shall,0.8938970872882435,6
are,women,0.891749634563507,10
every,man,0.8910554376072675,10
souls,their,0.8905850065498297,5
good,harm,0.8899173746244933,5
lay,on,0.8896315605425071,14
ta,we,0.8888562232756434,6
good,thank,0.8885790238522311,12
know,st,0.8885426370664109,22
join,with,0.8883635465558717,13
s,top,0.8881174176278313,5
brought,hath,0.8877689735856193,6
comes,who,0.8875027048827355,12
deny,if,0.8865384822036944,7
says,what,0.8864826666913153,16
house,york,0.8860581442725528,9
far,how,0.8853524796161527,11
d,kill,0.8847956274216431,29
away,bring,0.8844421250427785,5
left,there,0.8840937138873868,7
be,blest,0.8834846661318907,7
dear,st,0.8831428137313637,6
were,would,0.8826383489615308,60
take,up,0.8819879992654673,23
bow,d,0.8814548841646139,7
early,so,0.8814433455942158,6
hath,lost,0.8786255941457497,6
one,thing,0.8774143269615371,13
night,rest,0.8772795397702925,5
land,this,0.8770486062424847,24
not,spare,0.8765669973924008,7
news,what,0.8757828213477717,36
could,never,0.8744840462441084,7
time,years,0.8742184206166475,5
fare,you,0.8738372933592752,15
bottom,of,0.8738372933592752,7
archbishop,of,0.8738372933592752,7
of,wiltshire,0.8738372933592752,7
conscience,thy,0.8720552043511088,6
be,contented,0.8720552043511088,5
an,eye,0.87198110910211,8
by,chance,0.8716206925770912,6
have,seen,0.8709894504864489,21
voices,your,0.8709598835135061,16
d,mock,0.8706240365129321,11
ll,prove,0.8704280219234067,12
from,took,0.8702803981135951,6
away,gone,0.8702016859281684,6
en,have,0.8689834677888504,12
matter,what,0.8687032560969971,21
heart,sorrow,0.8680191786510882,5
ear,hath,0.8679017287539765,5
duchess,of,0.8678469296700877,72
a,tall,0.8678469296700877,6
a,mystery,0.8678469296700877,6
hath,made,0.8671457764623196,28
has,he,0.867000494940346,34
by,means,0.866685474901579,14
beauty,her,0.8647658459313421,9
england,s,0.8646363217783084,27
beg,do,0.8636712886503776,5
ground,upon,0.8617913737292069,5
stands,upon,0.8617913737292069,5
his,majesty,0.8616623660331529,21
ha,let,0.8608891235821232,5
hear,news,0.8605557985204719,7
on,whilst,0.8604733318012936,6
charge,thee,0.8599093129143531,9
down,up,0.8597183651063416,11
had,seen,0.8596429405695242,5
live,may,0.8585382163314851,15
wings,with,0.8584003231784284,7
deliver,from,0.8583811748138874,6
jove,s,0.858154194250388,7
more,no,0.8566980206510464,123
had,thought,0.856637430429799,8
none,there,0.8562990482189218,12
d,woo,0.8559007796922258,11
although,be,0.8554559425316471,7
he,loves,0.8552302763889218,13
slew,thy,0.8527500491557222,6
d,dishonour,0.8522966554234005,8
one,two,0.8517523366404005,13
it,seems,0.8515608986481229,13
never,rome,0.8509280138950632,5
married,she,0.8507134945121374,6
did,ne,0.8489899002824154,5
daughter,wife,0.8477325066325618,5
no,worse,0.8475363673103259,8
walk,we,0.8474635381174184,5
grown,is,0.8470827843119333,10
it,possible,0.8467620157663542,6
s,wreck,0.8467247324696061,5
make,ready,0.8458755405600439,5
absence,in,0.8450131515901443,9
knew,she,0.8449611656230461,5
all,faults,0.8446605117640997,6
d,stuff,0.8444713179114439,5
durst,not,0.8443823140209996,6
now,petruchio,0.843715365619787,6
ten,than,0.8435598915918232,5
either,must,0.8425617424925915,5
done,ere,0.842428829107651,5
enough,too,0.8419197042967367,5
one,other,0.8418975819687435,15
beseech,you,0.8412446301721468,52
fall,upon,0.841168176605907,7
arm,d,0.8408370332563498,17
country,our,0.8405362127955428,11
of,pair,0.8390751871000632,12
had,power,0.8387090337338812,9
a,bawd,0.8378837062926445,14
a,shrew,0.8378837062926445,7
know,mind,0.837854352484617,8
towards,we,0.8377037008282622,6
nature,some,0.8374956135919076,5
become,shall,0.8369922359517709,8
didst,when,0.8366205488551864,5
at,met,0.8366205488551864,5
may,please,0.8365185727255958,9
beseech,sir,0.836445747290378,10
set,up,0.8356545582048165,8
again,ere,0.8349192273289056,5
fly,they,0.8344478184181989,6
cheeks,thy,0.8342666434617091,5
borne,have,0.8340058842332789,5
dear,life,0.8338502276681062,6
knew,would,0.8332679155223158,5
england,king,0.8330144239161676,13
d,seal,0.8329915002280138,8
d,proclaim,0.8329915002280138,8
